muni,Muni Zoned %_single_family,TRACT CODE,Cleaned Tract Code,Block Group of parcel_data_aggregated_by_block_group,N,percent_sf_residences,Row %(Apartments with Four or more units),N(Apartments with Four or more units),Row %(Chapter 61 or 61A or 61B Property),N(Chapter 61 or 61A or 61B Property),Row %(Commercial),N(Commercial),Row %(Commercial Vacant),N(Commercial Vacant),Row %(Condominium),N(Condominium),Row %(Federal State or Municipal),N(Federal State or Municipal),Row %(Group Quarters),N(Group Quarters),Row %(Industrial),N(Industrial),Row %(Industrial Vacant),N(Industrial Vacant),Row %(Institutional or Exempt),N(Institutional or Exempt),Row %(Institutional or Exempt Vacant),N(Institutional or Exempt Vacant),Row %(Mixed Use),N(Mixed Use),Row %(Municipal Vacant),N(Municipal Vacant),Row %(Open Space),N(Open Space),Row %(Other Agricultural or Recreational),N(Other Agricultural or Recreational),Row %(Residential Other),N(Residential Other),Row %(Residential Vacant),N(Residential Vacant),Row %(Single Family Residence),N(Single Family Residence),Row %(Tax Exempt Other),N(Tax Exempt Other),Row %(Two or Three Family Residences),N(Two or Three Family Residences),Row %(Unknown),N(Unknown),EJ,Ej Crit De,recoded_ej_criteria,Ej Criteri,Geographic,Geographic 1,Block Group of EJ_POLY,Geoid,Census Tract,Limitedeng,Medianhhi,Minority P,Municipali,Split For,Bg Mhhi,Bg Mhhi Is,Bg Mhhi Pc,Ej Crite 1,Geometry,Limenghh,Limenghhpc,Muni Mhhi,Munimhhi P,Nonhispwhi,Pct Minori,Shape Area,Shape Len,Total Pop,Totalhh
,,336202,336202,2,283,83.3976834,1.06%,3,0.00%,0,1.77%,5,0.00%,0,3.18%,9,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.18%,9,0.00%,0,2.83%,8,0.35%,1,0.00%,0,0.00%,0,0.00%,0,0.35%,1,76.33%,216,0.00%,0,10.95%,31,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,336202,336202,3,151,73.57142857,1.32%,2,0.00%,0,3.31%,5,0.00%,0,5.30%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.32%,2,0.00%,0,1.99%,3,0.00%,0,0.00%,0,0.00%,0,1.32%,2,0.00%,0,68.21%,103,0.66%,1,16.56%,25,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,336202,336202,4,216,82.67326733,0.46%,1,0.00%,0,2.31%,5,0.00%,0,2.31%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.78%,6,0.00%,0,1.39%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,77.31%,167,0.00%,0,13.43%,29,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,336300,336300,1,303,88.51351351,0.33%,1,0.00%,0,0.33%,1,0.00%,0,1.65%,5,1.32%,4,0.00%,0,0.00%,0,0.00%,0,0.66%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,86.47%,262,0.00%,0,9.24%,28,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,336300,336300,2,244,88.47736626,0.41%,1,0.00%,0,0.41%,1,0.00%,0,2.05%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.41%,1,0.00%,0,88.11%,215,0.00%,0,8.61%,21,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,336300,336300,3,496,97.11934156,0.00%,0,0.00%,0,0.20%,1,0.00%,0,1.01%,5,0.40%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.40%,2,0.00%,0,0.00%,0,0.00%,0,1.01%,5,95.16%,472,0.00%,0,1.81%,9,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,336300,336300,4,428,91.01654846,0.23%,1,0.00%,0,0.70%,3,0.00%,0,1.40%,6,0.23%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.23%,1,89.95%,385,0.00%,0,7.24%,31,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,336300,336300,5,283,67.21311475,1.06%,3,0.00%,0,6.36%,18,0.00%,0,2.83%,8,0.35%,1,0.00%,0,0.71%,2,0.00%,0,2.12%,6,0.00%,0,2.12%,6,1.41%,4,0.00%,0,0.00%,0,0.71%,2,0.35%,1,57.95%,164,0.00%,0,23.67%,67,0.35%,1,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,336300,336300,6,507,96.55172414,0.00%,0,0.00%,0,0.79%,4,0.00%,0,0.79%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.59%,3,0.00%,0,0.20%,1,0.59%,3,0.00%,0,0.00%,0,0.20%,1,0.59%,3,93.89%,476,0.00%,0,2.37%,12,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose,28.86645678,336402,336402,1,206,38.05970149,7.77%,16,0.00%,0,16.99%,35,0.49%,1,10.19%,21,1.46%,3,0.97%,2,0.00%,0,0.00%,0,6.31%,13,0.00%,0,6.31%,13,1.46%,3,0.00%,0,0.00%,0,0.00%,0,0.49%,1,24.76%,51,0.00%,0,22.33%,46,0.49%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3364.02, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,336402,,,M,Melrose,N,92981,0,110.1866455,1,Polygon,0,0,114604,135.8108673,741,25.75150301,244988.6721,2373.164229,998,401
,,336402,336402,2,316,72.07792208,4.11%,13,0.00%,0,0.63%,2,0.32%,1,3.80%,12,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.95%,3,0.00%,0,0.32%,1,0.00%,0,0.00%,0,0.00%,0,0.95%,3,0.32%,1,70.25%,222,0.00%,0,18.35%,58,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose,28.86645678,336402,336402,3,260,71.31474104,2.31%,6,0.00%,0,0.38%,1,0.38%,1,5.77%,15,1.15%,3,0.00%,0,0.00%,0,0.00%,0,0.77%,2,0.00%,0,0.38%,1,0.38%,1,0.00%,0,0.00%,0,0.77%,2,0.00%,0,68.85%,179,0.00%,0,18.85%,49,0.00%,0,Yes,Income,Income,I,"Block Group 3, Census Tract 3364.02, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,336402,,I,,Melrose,N,38150,0,45.2094574,1,Polygon,0,0,114604,135.8108673,965,21.86234818,288797.9942,2496.026399,1235,465
,,336402,336402,4,356,82.08092486,1.69%,6,0.00%,0,0.56%,2,0.00%,0,1.97%,7,0.56%,2,0.00%,0,0.56%,2,0.00%,0,0.00%,0,0.00%,0,0.28%,1,0.28%,1,0.00%,0,0.00%,0,0.28%,1,0.56%,2,79.78%,284,0.00%,0,13.48%,48,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose,28.86645678,336403,336403,1,188,88.70967742,1.60%,3,0.00%,0,0.53%,1,0.00%,0,2.13%,4,0.00%,0,0.00%,0,0.53%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.53%,1,0.00%,0,87.77%,165,0.00%,0,6.91%,13,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3364.03, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,336403,,,M,Melrose,N,129931,0,153.9740448,1,Polygon,0,0,114604,135.8108673,536,36.94117647,990074.0139,4535.574041,850,273
Melrose,28.86645678,336403,336403,2,75,69.11764706,17.33%,13,0.00%,0,2.67%,2,0.00%,0,6.67%,5,0.00%,0,0.00%,0,2.67%,2,0.00%,0,1.33%,1,0.00%,0,2.67%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,62.67%,47,0.00%,0,4.00%,3,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3364.03, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,336403,,,M,Melrose,N,59097,0,70.03258514,1,Polygon,93,8.31099224,114604,135.8108673,1429,40.55740433,303558.8606,3251.077315,2404,1119
Melrose,28.86645678,336404,336404,1,195,59.01639344,5.64%,11,0.00%,0,4.10%,8,0.00%,0,5.64%,11,0.51%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.54%,3,0.00%,0,0.00%,0,0.00%,0,0.51%,1,0.00%,0,55.38%,108,0.00%,0,26.67%,52,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3364.04, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,336404,,,M,Melrose,N,59048,0,69.97451782,1,Polygon,0,0,114604,135.8108673,688,33.13896987,186227.9546,2786.020581,1029,444
Melrose,28.86645678,336404,336404,2,380,79.94579946,2.63%,10,0.00%,0,1.05%,4,0.00%,0,2.37%,9,0.26%,1,0.00%,0,0.00%,0,0.00%,0,0.26%,1,0.00%,0,0.53%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.79%,3,77.63%,295,0.00%,0,14.47%,55,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 3364.04, Middlesex County, Massachusetts",Block Group 2,2,2.50E+11,336404,,,M,Melrose,N,135909,0,161.0582428,1,Polygon,0,0,114604,135.8108673,1130,27.04970949,1024139.406,6447.305454,1549,442
,,337101,337101,1,475,97.46300211,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.21%,1,0.00%,0,0.21%,1,0.00%,0,0.00%,0,0.00%,0,0.84%,4,0.00%,0,97.05%,461,0.00%,0,1.68%,8,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337101,337101,2,424,92.51870324,0.71%,3,0.00%,0,0.71%,3,0.00%,0,0.00%,0,0.94%,4,0.00%,0,0.47%,2,0.00%,0,1.89%,8,0.00%,0,0.71%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.71%,3,87.50%,371,0.00%,0,6.37%,27,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337102,337102,1,637,91.36,0.16%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.16%,1,0.00%,0,0.00%,0,0.00%,0,1.26%,8,0.00%,0,0.00%,0,0.16%,1,0.00%,0,0.00%,0,0.78%,5,0.31%,2,89.64%,571,0.00%,0,7.54%,48,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337102,337102,2,791,93.88816645,0.25%,2,0.00%,0,0.25%,2,0.00%,0,0.00%,0,0.25%,2,0.13%,1,0.00%,0,0.00%,0,1.52%,12,0.00%,0,0.13%,1,0.00%,0,0.00%,0,0.00%,0,0.51%,4,0.51%,4,91.28%,722,0.00%,0,5.18%,41,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337102,337102,3,64,93.10344828,1.56%,1,0.00%,0,4.69%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.13%,2,0.00%,0,1.56%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,84.38%,54,0.00%,0,4.69%,3,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337201,337201,1,387,96.73913044,1.03%,4,0.00%,0,2.58%,10,0.26%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.03%,4,0.00%,0,0.26%,1,0.00%,0,0.00%,0,0.00%,0,0.78%,3,0.52%,2,91.99%,356,0.00%,0,1.29%,5,0.26%,1,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337201,337201,2,255,96,0.00%,0,0.00%,0,0.39%,1,0.00%,0,0.00%,0,0.78%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.78%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,94.12%,240,0.00%,0,3.92%,10,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneham,0,337201,337201,3,151,96.26865672,0.66%,1,0.00%,0,3.97%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.65%,4,0.00%,0,2.65%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.99%,3,85.43%,129,0.00%,0,2.65%,4,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3372.01, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,337201,,,M,Stoneham,N,131034,0,155.2811585,1,Polygon,27,10.97560978,103104,122.1828537,521,28.13793103,261250.5113,2596.6075,725,246
,,337202,337202,1,354,97.94721408,1.13%,4,0.00%,0,0.85%,3,0.28%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.56%,2,0.00%,0,0.28%,1,0.28%,1,0.00%,0,0.00%,0,0.00%,0,1.41%,5,94.35%,334,0.00%,0,0.85%,3,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337202,337202,2,282,97.70992366,0.00%,0,0.00%,0,6.38%,18,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.35%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,90.78%,256,0.00%,0,2.13%,6,0.35%,1,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337202,337202,3,545,92.43542435,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.18%,1,0.00%,0,0.00%,0,0.00%,0,0.37%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.37%,2,0.00%,0,91.93%,501,0.00%,0,7.16%,39,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337202,337202,4,227,96.34703196,0.44%,1,0.00%,0,0.88%,2,0.00%,0,0.00%,0,0.44%,1,0.00%,0,1.32%,3,0.00%,0,0.44%,1,0.00%,0,0.00%,0,0.44%,1,0.00%,0,0.00%,0,0.44%,1,0.00%,0,92.95%,211,0.00%,0,2.64%,6,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoneham,0,337300,337300,1,248,56.04395604,2.02%,5,0.00%,0,9.68%,24,0.81%,2,0.00%,0,2.02%,5,0.00%,0,0.81%,2,0.00%,0,7.26%,18,0.00%,0,5.24%,13,0.40%,1,0.00%,0,0.00%,0,0.40%,1,0.00%,0,41.13%,102,0.00%,0,29.84%,74,0.40%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3373, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,337300,,,M,Stoneham,N,98790,0,117.0705719,1,Polygon,20,4.237288,103104,122.1828537,607,29.41860465,355430.1238,2985.9056,860,472
,,337300,337300,2,230,71.34831461,1.30%,3,0.00%,0,10.00%,23,0.00%,0,0.00%,0,0.43%,1,0.00%,0,0.00%,0,0.00%,0,5.65%,13,0.00%,0,4.78%,11,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.87%,2,55.22%,127,0.00%,0,20.87%,48,0.87%,2,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337300,337300,3,390,82.45614035,1.03%,4,0.00%,0,4.10%,16,0.51%,2,0.00%,0,0.26%,1,0.00%,0,1.28%,5,0.00%,0,3.85%,15,0.00%,0,1.28%,5,0.77%,3,0.00%,0,0.00%,0,0.51%,2,0.26%,1,72.31%,282,0.00%,0,13.85%,54,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337300,337300,4,356,80.30769231,2.25%,8,0.00%,0,2.25%,8,0.00%,0,0.00%,0,0.28%,1,0.00%,0,1.40%,5,0.00%,0,3.93%,14,0.00%,0,0.28%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.56%,2,73.31%,261,0.00%,0,15.73%,56,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,337300,337300,5,192,69.66292135,2.60%,5,0.00%,0,1.56%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.17%,8,0.00%,0,1.56%,3,0.00%,0,0.00%,0,0.00%,0,0.52%,1,0.00%,0,64.58%,124,0.00%,0,25.00%,48,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338100,338100,1,515,97.45596869,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.36%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.39%,2,96.70%,498,0.39%,2,1.17%,6,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338100,338100,2,479,78.55579869,0.63%,3,0.00%,0,1.67%,8,0.00%,0,5.01%,24,0.00%,0,0.00%,0,0.42%,2,0.00%,0,0.00%,0,0.00%,0,0.63%,3,0.00%,0,0.00%,0,0.00%,0,0.42%,2,0.00%,0,74.95%,359,1.88%,9,14.41%,69,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338200,338200,1,288,69.7761194,0.69%,2,0.00%,0,2.78%,8,0.00%,0,12.50%,36,0.35%,1,0.00%,0,0.35%,1,0.00%,0,0.35%,1,0.00%,0,1.74%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,64.93%,187,1.39%,4,14.93%,43,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338200,338200,2,80,60.41666667,0.00%,0,0.00%,0,23.75%,19,2.50%,2,3.75%,3,0.00%,0,1.25%,1,1.25%,1,0.00%,0,2.50%,2,0.00%,0,3.75%,3,0.00%,0,0.00%,0,0.00%,0,1.25%,1,0.00%,0,36.25%,29,3.75%,3,18.75%,15,1.25%,1,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Winchester,79.89774932,338200,338200,3,531,67.81376518,0.38%,2,0.00%,0,2.64%,14,0.00%,0,19.02%,101,0.00%,0,0.00%,0,1.69%,9,0.00%,0,0.19%,1,0.00%,0,0.56%,3,0.19%,1,0.00%,0,0.00%,0,0.00%,0,0.75%,4,63.09%,335,0.94%,5,10.55%,56,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 3382, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,338200,,,M,Winchester,N,143958,0,170.5966644,1,Polygon,39,4.49308777,173058,205.0814667,1365,44.7144593,1048068.532,5346.063724,2469,868
,,338300,338300,1,239,94.95798319,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.84%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,94.56%,226,0.42%,1,4.18%,10,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338300,338300,2,325,84.98293515,0.92%,3,0.00%,0,4.00%,13,0.00%,0,5.23%,17,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.46%,8,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,76.62%,249,2.46%,8,7.38%,24,0.92%,3,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338300,338300,3,352,99.42528736,0.00%,0,0.00%,0,0.57%,2,0.00%,0,0.28%,1,0.00%,0,0.28%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.28%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,98.30%,346,0.00%,0,0.28%,1,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338400,338400,1,499,99.79591837,0.20%,1,0.00%,0,0.60%,3,0.40%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.20%,1,98.00%,489,0.60%,3,0.00%,0,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338400,338400,2,410,97.52475248,0.00%,0,0.00%,0,0.24%,1,0.00%,0,0.24%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.24%,1,0.49%,2,96.10%,394,0.73%,3,1.95%,8,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338400,338400,3,493,99.59100205,0.00%,0,0.00%,0,0.20%,1,0.00%,0,0.20%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,98.78%,487,0.61%,3,0.20%,1,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338400,338400,4,488,94.17879418,0.00%,0,0.00%,0,0.20%,1,0.00%,0,5.33%,26,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.41%,2,92.83%,453,0.82%,4,0.41%,2,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338500,338500,1,496,99.5959596,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,99.40%,493,0.20%,1,0.40%,2,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338500,338500,2,509,98.41269841,0.00%,0,0.00%,0,0.39%,2,0.00%,0,0.98%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.20%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.20%,1,97.45%,496,0.20%,1,0.59%,3,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338500,338500,3,433,91.35514019,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.62%,20,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,90.30%,391,1.15%,5,3.93%,17,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,338500,338500,4,370,64.19753086,0.27%,1,0.00%,0,5.41%,20,0.00%,0,10.81%,40,0.27%,1,0.27%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.08%,4,0.00%,0,0.00%,0,0.00%,0,0.27%,1,0.27%,1,56.22%,208,4.86%,18,20.00%,74,0.27%,1,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford,53.14867725,339101,339101,1,222,48.73417722,1.80%,4,0.00%,0,6.76%,15,0.45%,1,3.15%,7,1.35%,3,0.45%,1,0.90%,2,0.00%,0,13.06%,29,0.00%,0,4.50%,10,0.90%,2,0.00%,0,0.00%,0,1.80%,4,0.00%,0,34.68%,77,0.00%,0,29.73%,66,0.45%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 3391.01, Middlesex County, Massachusetts",Block Group 1,1,2.50E+11,339101,,,M,Medford,N,70156,0,83.13800049,1,Polygon,66,9.34844208,101168,119.8886032,925,28.07153966,332427.706,2645.961358,1286,706
,,339101,339101,2,311,98.36065574,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.32%,1,0.32%,1,0.00%,0,0.00%,0,0.00%,0,1.61%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,96.46%,300,0.00%,0,1.29%,4,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Medford,53.14867725,339101,339101,3,34,20,5.88%,2,0.00%,0,32.35%,11,0.00%,0,2.94%,1,5.88%,2,0.00%,0,2.94%,1,0.00%,0,29.41%,10,0.00%,0,5.88%,2,2.94%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.94%,1,0.00%,0,2.94%,1,5.88%,2,Yes,Minority and income,Minority and income,MI,"Block Group 3, Census Tract 3391.01, Middlesex County, Massachusetts",Block Group 3,3,2.50E+11,339101,,I,M,Medford,N,23462,0,27.8035202,2,Polygon,50,6.66666651,101168,119.8886032,751,32.28133454,219712.3369,3246.010065,1109,750
,,339102,339102,1,252,100,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.19%,3,0.00%,0,0.00%,0,0.00%,0,0.40%,1,0.00%,0,0.00%,0,0.79%,2,0.00%,0,0.00%,0,0.00%,0,0.40%,1,97.22%,245,0.00%,0,0.00%,0,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,339102,339102,2,476,76.01713062,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.47%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.68%,8,0.00%,0,0.21%,1,0.00%,0,0.00%,0,0.00%,0,0.21%,1,0.00%,0,74.58%,355,0.00%,0,21.85%,104,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,339102,339102,3,451,100,0.00%,0,0.00%,0,0.22%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.89%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,98.89%,446,0.00%,0,0.00%,0,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,339200,339200,1,283,99.64412811,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.71%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.35%,1,0.00%,0,98.94%,280,0.00%,0,0.00%,0,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,339200,339200,2,262,89.0625,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.91%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.91%,5,0.00%,0,0.38%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,87.02%,228,0.00%,0,8.78%,23,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,339200,339200,3,291,66.17647059,0.34%,1,0.00%,0,1.03%,3,0.00%,0,1.37%,4,0.34%,1,0.34%,1,0.34%,1,0.00%,0,2.75%,8,0.00%,0,1.37%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,61.86%,180,0.00%,0,29.90%,87,0.34%,1,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,339200,339200,4,398,85.63968668,0.00%,0,0.00%,0,0.75%,3,0.00%,0,1.26%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.76%,7,0.00%,0,1.26%,5,0.00%,0,0.00%,0,0.00%,0,1.01%,4,0.00%,0,82.41%,328,0.00%,0,11.56%,46,0.00%,0,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
