muni,Muni Zoned %_single_family,TRACT CODE,Cleaned Tract Code,Block Group of parcel_data_aggregated_by_block_group,N,percent_sf_residences,Row %(Apartments with Four or more units),N(Apartments with Four or more units),Row %(Chapter 61 or 61A or 61B Property),N(Chapter 61 or 61A or 61B Property),Row %(Commercial),N(Commercial),Row %(Commercial Vacant),N(Commercial Vacant),Row %(Condominium),N(Condominium),Row %(Federal State or Municipal),N(Federal State or Municipal),Row %(Group Quarters),N(Group Quarters),Row %(Industrial),N(Industrial),Row %(Industrial Vacant),N(Industrial Vacant),Row %(Institutional or Exempt),N(Institutional or Exempt),Row %(Institutional or Exempt Vacant),N(Institutional or Exempt Vacant),Row %(Mixed Use),N(Mixed Use),Row %(Municipal Vacant),N(Municipal Vacant),Row %(Open Space),N(Open Space),Row %(Other Agricultural or Recreational),N(Other Agricultural or Recreational),Row %(Residential Other),N(Residential Other),Row %(Residential Vacant),N(Residential Vacant),Row %(Single Family Residence),N(Single Family Residence),Row %(Tax Exempt Other),N(Tax Exempt Other),Row %(Two or Three Family Residences),N(Two or Three Family Residences),Row %(Unknown),N(Unknown),EJ,Ej Crit De,recoded_ej_criteria,Ej Criteri,Geographic,Geographic 1,Block Group of EJ_POLY,Geoid,Census Tract,Limitedeng,Medianhhi,Minority P,Municipali,Split For,Bg Mhhi,Bg Mhhi Is,Bg Mhhi Pc,Ej Crite 1,Geometry,Limenghh,Limenghhpc,Muni Mhhi,Munimhhi P,Nonhispwhi,Pct Minori,Shape Area,Shape Len,Total Pop,Totalhh
Chelsea,0,160102,160102,4,84,3.125,8.33%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.19%,1,0.00%,0,1.19%,1,7.14%,6,4.76%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.19%,1,9.52%,8,2.38%,2,0.00%,0,64.29%,54,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 4, Census Tract 1601.02, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,160102,E,I,M,Chelsea,N,25451,0,30.16057396,3,Polygon,46,34.07407379,60370,71.54115295,62,88.68613139,62667.43591,1316.867323,548,135
Chelsea,0,160103,160103,1,173,5.806451613,5.78%,10,0.00%,0,1.73%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.05%,7,0.00%,0,0.58%,1,1.16%,2,0.00%,0,0.00%,0,4.05%,7,2.89%,5,5.20%,9,0.00%,0,74.57%,129,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 1, Census Tract 1601.03, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160103,E,,M,Chelsea,N,0,0,0,2,Polygon,151,40.48257446,60370,71.54115295,128,91.99499687,80327.92146,1130.813561,1599,373
Chelsea,0,160103,160103,2,138,5.940594059,5.07%,7,0.00%,0,0.72%,1,0.72%,1,0.00%,0,0.00%,0,0.00%,0,1.45%,2,0.72%,1,0.72%,1,0.00%,0,1.45%,2,0.72%,1,0.00%,0,0.00%,0,5.07%,7,19.57%,27,4.35%,6,0.72%,1,58.70%,81,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 2, Census Tract 1601.03, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,160103,E,,M,Chelsea,N,69713,0,82.61302185,2,Polygon,171,67.85713959,60370,71.54115295,72,93.33950046,75846.39434,1107.492285,1081,252
Chelsea,0,160103,160103,3,96,6.944444444,9.38%,9,0.00%,0,2.08%,2,0.00%,0,0.00%,0,3.13%,3,0.00%,0,1.04%,1,0.00%,0,3.13%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.04%,1,15.63%,15,5.21%,5,0.00%,0,59.38%,57,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1601.03, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,160103,,,M,Chelsea,N,65865,0,78.05297089,1,Polygon,46,14.11042976,60370,71.54115295,241,75.75452716,89242.1018,1476.716052,994,326
Chelsea,0,160103,160103,4,70,11.90476191,5.71%,4,0.00%,0,8.57%,6,0.00%,0,0.00%,0,4.29%,3,0.00%,0,4.29%,3,1.43%,1,12.86%,9,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,8.57%,6,7.14%,5,0.00%,0,47.14%,33,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 4, Census Tract 1601.03, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,160103,E,,M,Chelsea,N,198000,0,234.638855,2,Polygon,73,32.30088425,60370,71.54115295,241,75.20576132,286070.5802,2226.804229,972,226
Chelsea,0,160200,160200,1,108,2.777777778,13.89%,15,0.00%,0,9.26%,10,0.00%,0,0.00%,0,0.93%,1,0.00%,0,0.00%,0,0.00%,0,7.41%,8,0.00%,0,12.96%,14,0.00%,0,0.00%,0,0.00%,0,2.78%,3,0.93%,1,1.85%,2,0.93%,1,48.15%,52,0.93%,1,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 1, Census Tract 1602, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160200,E,,M,Chelsea,N,61679,0,73.09237671,2,Polygon,164,45.68245316,60370,71.54115295,102,92.67767408,60962.52235,1193.524553,1393,359
Chelsea,0,160200,160200,2,105,0,11.43%,12,0.00%,0,13.33%,14,1.90%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,5.71%,6,0.00%,0,11.43%,12,0.00%,0,0.00%,0,0.00%,0,3.81%,4,5.71%,6,0.00%,0,0.00%,0,46.67%,49,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 2, Census Tract 1602, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,160200,E,I,M,Chelsea,N,40450,0,47.93505859,3,Polygon,161,58.9743576,60370,71.54115295,65,93.88523048,50014.56707,1070.197949,1063,273
Chelsea,0,160200,160200,3,116,12.64367816,6.90%,8,0.00%,0,1.72%,2,4.31%,5,0.00%,0,2.59%,3,0.00%,0,0.00%,0,0.00%,0,3.45%,4,0.00%,0,0.00%,0,0.86%,1,0.00%,0,0.00%,0,2.59%,3,12.07%,14,9.48%,11,0.00%,0,56.03%,65,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 3, Census Tract 1602, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,160200,E,,M,Chelsea,N,58688,0,69.54790497,2,Polygon,138,48.76325226,60370,71.54115295,79,90.72769953,52321.21343,928.8383474,852,283
Chelsea,0,160200,160200,4,114,14.81481482,15.79%,18,0.00%,0,9.65%,11,7.02%,8,0.00%,0,0.00%,0,0.88%,1,0.00%,0,0.00%,0,19.30%,22,0.00%,0,7.02%,8,0.00%,0,0.00%,0,0.00%,0,3.51%,4,8.77%,10,7.02%,8,0.00%,0,21.05%,24,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 4, Census Tract 1602, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,160200,,I,M,Chelsea,N,51827,0,61.41731262,2,Polygon,61,21.63120651,60370,71.54115295,147,82.62411348,58837.0633,985.7767072,846,282
Chelsea,0,160300,160300,1,209,53.60824742,5.26%,11,0.00%,0,13.88%,29,0.48%,1,0.48%,1,2.39%,5,0.00%,0,4.31%,9,4.31%,9,19.62%,41,0.00%,0,0.96%,2,1.91%,4,0.00%,0,0.00%,0,0.00%,0,5.74%,12,24.88%,52,0.00%,0,15.79%,33,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1603, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160300,,,M,Chelsea,N,78427,0,92.93950653,1,Polygon,68,20.54380608,60370,71.54115295,372,48.9010989,320610.0965,3605.288432,728,331
Chelsea,0,160300,160300,2,102,29.78723404,5.88%,6,0.00%,0,6.86%,7,0.00%,0,0.98%,1,6.86%,7,0.00%,0,0.98%,1,0.98%,1,26.47%,27,0.00%,0,0.98%,1,2.94%,3,0.00%,0,0.00%,0,4.90%,5,7.84%,8,13.73%,14,0.00%,0,20.59%,21,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 1603, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,160300,,I,M,Chelsea,N,51429,0,60.94566727,2,Polygon,166,17.73504257,60370,71.54115295,1164,42.51851852,545565.9019,3274.114083,2025,936
Chelsea,0,160400,160400,1,148,13.69863014,14.86%,22,0.00%,0,20.27%,30,4.05%,6,0.00%,0,2.03%,3,0.00%,0,0.68%,1,0.00%,0,8.11%,12,0.00%,0,10.14%,15,0.00%,0,0.00%,0,0.00%,0,0.68%,1,4.73%,7,6.76%,10,0.00%,0,27.03%,40,0.68%,1,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 1, Census Tract 1604, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160400,E,I,M,Chelsea,N,47330,0,56.0881691,3,Polygon,129,36.54391098,60370,71.54115295,151,87.51033912,86094.77855,1536.312538,1209,353
Chelsea,0,160400,160400,2,204,13.33333333,4.41%,9,0.00%,0,22.06%,45,1.96%,4,0.00%,0,2.94%,6,0.49%,1,5.39%,11,3.43%,7,6.86%,14,0.00%,0,4.41%,9,1.96%,4,0.00%,0,0.00%,0,2.45%,5,13.24%,27,4.90%,10,0.00%,0,25.00%,51,0.49%,1,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 2, Census Tract 1604, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,160400,E,I,M,Chelsea,N,35069,0,41.55833435,3,Polygon,146,52.89855194,60370,71.54115295,91,90.22556391,801814.4928,4520.472317,931,276
Chelsea,0,160400,160400,3,82,32,4.88%,4,0.00%,0,30.49%,25,1.22%,1,0.00%,0,2.44%,2,0.00%,0,20.73%,17,0.00%,0,2.44%,2,0.00%,0,1.22%,1,4.88%,4,0.00%,0,0.00%,0,0.00%,0,3.66%,3,9.76%,8,0.00%,0,15.85%,13,2.44%,2,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1604, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,160400,,,M,Chelsea,N,105880,0,125.4725342,1,Polygon,28,6.37813234,60370,71.54115295,489,45.05617978,336727.6725,2909.834193,890,439
Chelsea,0,160400,160400,4,85,0,10.59%,9,0.00%,0,22.35%,19,0.00%,0,0.00%,0,9.41%,8,2.35%,2,1.18%,1,0.00%,0,8.24%,7,0.00%,0,8.24%,7,1.18%,1,0.00%,0,0.00%,0,2.35%,2,7.06%,6,0.00%,0,0.00%,0,27.06%,23,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 4, Census Tract 1604, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,160400,,I,M,Chelsea,N,25125,0,29.77424812,2,Polygon,87,22.36503792,60370,71.54115295,86,89.85849057,77911.3171,1515.972212,848,389
Chelsea,0,160501,160501,1,269,21.99170125,7.81%,21,0.00%,0,0.00%,0,0.37%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,4.46%,12,0.00%,0,0.74%,2,1.12%,3,0.00%,0,0.00%,0,1.49%,4,3.72%,10,19.70%,53,0.00%,0,60.59%,163,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1605.01, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160501,,,M,Chelsea,N,75156,0,89.06322479,1,Polygon,72,13.92649937,60370,71.54115295,208,90.36591014,136190.5773,1541.518827,2159,517
Chelsea,0,160501,160501,2,164,23.91304348,10.98%,18,0.00%,0,2.44%,4,0.00%,0,0.00%,0,0.61%,1,0.00%,0,0.00%,0,0.00%,0,7.93%,13,0.61%,1,0.61%,1,1.22%,2,0.00%,0,0.00%,0,0.00%,0,2.44%,4,20.12%,33,0.00%,0,53.05%,87,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 2, Census Tract 1605.01, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,160501,,I,M,Chelsea,N,47188,0,55.91989136,2,Polygon,27,8.23170757,60370,71.54115295,182,86.39760837,110959.2848,1632.035526,1338,328
Chelsea,0,160501,160501,3,133,24.03846154,6.77%,9,0.00%,0,1.50%,2,0.75%,1,0.00%,0,0.75%,1,0.00%,0,0.00%,0,0.00%,0,10.53%,14,0.00%,0,2.26%,3,0.00%,0,0.00%,0,0.00%,0,1.50%,2,6.02%,8,18.80%,25,0.00%,0,51.13%,68,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1605.01, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,160501,,,M,Chelsea,N,101875,0,120.7264328,1,Polygon,52,16.25,60370,71.54115295,95,90.58473736,63862.03854,998.6331199,1009,320
Chelsea,0,160501,160501,4,76,29.50819672,7.89%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.95%,3,0.00%,0,0.00%,0,0.00%,0,5.26%,4,0.00%,0,2.63%,2,3.95%,3,0.00%,0,0.00%,0,0.00%,0,3.95%,3,23.68%,18,0.00%,0,48.68%,37,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 4, Census Tract 1605.01, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,160501,E,I,M,Chelsea,N,11630,0,13.78207016,3,Polygon,257,55.38793182,60370,71.54115295,135,81.27600555,30204.35293,739.6217218,721,464
Chelsea,0,160501,160501,5,82,17.46031746,13.41%,11,0.00%,0,4.88%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,7.32%,6,0.00%,0,8.54%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.44%,2,13.41%,11,0.00%,0,50.00%,41,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 5, Census Tract 1605.01, Suffolk County, Massachusetts",Block Group 5,5,2.50E+11,160501,,I,M,Chelsea,N,49464,0,58.61705399,2,Polygon,0,0,60370,71.54115295,113,87.12984055,44361.32042,874.5146178,878,277
Chelsea,0,160502,160502,1,168,17.74193548,9.52%,16,0.00%,0,8.93%,15,0.60%,1,1.19%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,10.71%,18,0.00%,0,4.76%,8,0.60%,1,0.00%,0,0.00%,0,2.38%,4,0.60%,1,13.10%,22,0.00%,0,47.62%,80,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 1, Census Tract 1605.02, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160502,E,I,M,Chelsea,N,28333,0,33.57587433,3,Polygon,145,30.72033882,60370,71.54115295,242,86.7032967,92406.38466,1672.148386,1820,472
Chelsea,0,160502,160502,3,224,39.3258427,4.02%,9,0.00%,0,4.91%,11,0.45%,1,0.45%,1,1.34%,3,0.00%,0,0.89%,2,0.00%,0,4.91%,11,0.00%,0,2.68%,6,0.89%,2,0.00%,0,0.00%,0,1.79%,4,4.46%,10,31.25%,70,0.00%,0,41.96%,94,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1605.02, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,160502,,,M,Chelsea,N,60479,0,71.6703186,1,Polygon,73,14.48412704,60370,71.54115295,323,80.01237624,804640.0735,4930.417101,1616,504
Chelsea,0,160502,160502,4,114,20,8.77%,10,0.00%,0,9.65%,11,1.75%,2,0.00%,0,0.88%,1,0.88%,1,0.00%,0,0.00%,0,7.89%,9,0.00%,0,6.14%,7,1.75%,2,0.00%,0,0.00%,0,0.88%,1,0.88%,1,14.04%,16,0.00%,0,46.49%,53,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 4, Census Tract 1605.02, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,160502,E,I,M,Chelsea,N,51322,0,60.81886673,3,Polygon,130,26.63934517,60370,71.54115295,288,77.19714964,92501.72595,1418.890544,1263,488
Chelsea,0,160502,160502,5,125,35.61643836,8.80%,11,0.00%,0,15.20%,19,3.20%,4,0.80%,1,2.40%,3,0.00%,0,11.20%,14,2.40%,3,6.40%,8,0.00%,0,0.00%,0,0.80%,1,0.00%,0,0.00%,0,1.60%,2,0.00%,0,20.80%,26,0.00%,0,26.40%,33,0.00%,0,Yes,Minority,Minority,M,"Block Group 5, Census Tract 1605.02, Suffolk County, Massachusetts",Block Group 5,5,2.50E+11,160502,,,M,Chelsea,N,67818,0,80.36736298,1,Polygon,88,24.24242401,60370,71.54115295,195,78.45303867,368345.5335,2906.225119,905,363
Chelsea,0,160601,160601,1,7,,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,57.14%,4,0.00%,0,0.00%,0,0.00%,0,14.29%,1,28.57%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 1606.01, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160601,,I,M,Chelsea,N,53200,0,63.04438019,2,Polygon,0,0,60370,71.54115295,219,26.01351351,91193.54018,1706.860239,296,0
Chelsea,0,160601,160601,2,62,4.651162791,1.61%,1,0.00%,0,11.29%,7,3.23%,2,0.00%,0,1.61%,1,0.00%,0,0.00%,0,0.00%,0,4.84%,3,0.00%,0,0.00%,0,1.61%,1,0.00%,0,0.00%,0,3.23%,2,8.06%,5,3.23%,2,0.00%,0,61.29%,38,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1606.01, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,160601,,,M,Chelsea,N,61417,0,72.78189087,1,Polygon,130,20.60221863,60370,71.54115295,341,69.02815622,149714.9389,1971.828659,1101,631
Chelsea,0,160601,160601,3,242,38.83495146,1.24%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.48%,6,0.00%,0,0.00%,0,0.00%,0,5.79%,14,0.00%,0,0.00%,0,1.24%,3,0.00%,0,0.00%,0,1.24%,3,5.37%,13,33.06%,80,0.00%,0,49.59%,120,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1606.01, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,160601,,,M,Chelsea,N,75664,0,89.66522217,1,Polygon,98,16.52613831,60370,71.54115295,359,79.87668161,308227.1038,3809.733226,1784,593
Chelsea,0,160601,160601,4,127,27.61904762,11.81%,15,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,11.02%,14,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.79%,1,6.30%,8,22.83%,29,0.00%,0,47.24%,60,0.00%,0,Yes,Minority,Minority,M,"Block Group 4, Census Tract 1606.01, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,160601,,,M,Chelsea,N,111932,0,132.6444244,1,Polygon,56,19.17808151,60370,71.54115295,286,75.13043478,127130.093,2538.058748,1150,292
Chelsea,0,160602,160602,1,206,31.61290323,4.37%,9,0.00%,0,6.31%,13,0.00%,0,0.00%,0,0.49%,1,0.00%,0,0.00%,0,0.00%,0,8.25%,17,0.49%,1,2.91%,6,0.49%,1,0.00%,0,0.00%,0,0.49%,1,5.34%,11,23.79%,49,0.00%,0,46.60%,96,0.49%,1,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1606.02, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,160602,,,M,Chelsea,N,62708,0,74.31178284,1,Polygon,101,20.65439606,60370,71.54115295,301,78.72791519,209624.8736,2771.654762,1415,489
Chelsea,0,160602,160602,2,186,44.9704142,1.61%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.23%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.08%,2,5.91%,11,40.86%,76,0.00%,0,47.31%,88,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1606.02, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,160602,,,M,Chelsea,N,78182,0,92.64916992,1,Polygon,23,9.1269846,60370,71.54115295,305,68.49173554,139502.5574,1534.202729,968,252
Chelsea,0,160602,160602,3,227,55.97826087,2.64%,6,0.00%,0,3.08%,7,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,3.08%,7,0.00%,0,1.32%,3,1.76%,4,0.00%,0,0.00%,0,2.64%,6,9.69%,22,45.37%,103,0.00%,0,30.40%,69,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1606.02, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,160602,,,M,Chelsea,N,91990,0,109.0122681,1,Polygon,67,21.06918144,60370,71.54115295,390,65.33333333,157786.4419,1725.402185,1125,318
Chelsea,0,160602,160602,4,70,37.77777778,2.86%,2,0.00%,0,12.86%,9,1.43%,1,0.00%,0,7.14%,5,0.00%,0,0.00%,0,0.00%,0,1.43%,1,0.00%,0,1.43%,1,0.00%,0,0.00%,0,0.00%,0,1.43%,1,11.43%,8,24.29%,17,0.00%,0,35.71%,25,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 4, Census Tract 1606.02, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,160602,E,I,M,Chelsea,N,22455,0,26.6101799,3,Polygon,90,44.77611923,60370,71.54115295,106,87.91334094,125190.034,1738.796204,877,201
Chelsea,0,160602,160602,5,148,29.83870968,5.41%,8,0.00%,0,1.35%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,2.70%,4,0.00%,0,0.00%,0,0.68%,1,0.00%,0,0.00%,0,2.03%,3,11.49%,17,25.00%,37,0.00%,0,51.35%,76,0.00%,0,Yes,Minority,Minority,M,"Block Group 5, Census Tract 1606.02, Suffolk County, Massachusetts",Block Group 5,5,2.50E+11,160602,,,M,Chelsea,N,72938,0,86.43479156,1,Polygon,30,8.7209301,60370,71.54115295,341,69.22382671,98778.12104,1388.023036,1108,344
Revere,2.813797854,170101,170101,1,277,52.98507463,1.08%,3,0.00%,0,0.36%,1,0.00%,0,1.81%,5,0.00%,0,0.36%,1,0.00%,0,0.00%,0,0.36%,1,0.00%,0,1.81%,5,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.36%,1,51.26%,142,0.00%,0,42.60%,118,0.00%,0,Yes,Minority,Minority,M,"Block Group 1, Census Tract 1701.01, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,170101,,,M,Revere,N,65642,0,77.78870392,1,Polygon,91,19.07756805,68331,80.97528839,833,56.36458879,259068.5587,3186.970305,1909,477
Revere,2.813797854,170101,170101,2,274,50.92936803,0.36%,1,0.00%,0,0.73%,2,0.00%,0,9.49%,26,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.73%,2,0.00%,0,0.00%,0,0.00%,0,0.36%,1,0.36%,1,50.00%,137,0.00%,0,37.96%,104,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1701.01, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,170101,,,M,Revere,N,103036,0,122.102272,1,Polygon,35,12.19512177,68331,80.97528839,572,54.53100159,221022.4547,2720.743901,1258,287
Revere,2.813797854,170101,170101,3,137,50.40650407,1.46%,2,0.00%,0,2.92%,4,0.00%,0,2.19%,3,0.00%,0,0.00%,0,0.73%,1,0.00%,0,2.19%,3,0.00%,0,2.92%,4,0.00%,0,0.00%,0,0.00%,0,0.73%,1,1.46%,2,45.26%,62,0.00%,0,40.15%,55,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1701.01, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,170101,,,M,Revere,N,135898,0,161.0452118,1,Polygon,0,0,68331,80.97528839,363,57.59345794,300998.8419,4090.958986,856,257
Revere,2.813797854,170102,170102,1,214,58.49056604,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.47%,1,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.93%,2,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,57.94%,124,0.00%,0,40.65%,87,0.00%,0,Yes,Minority and English isolation,Minority and English isolation,ME,"Block Group 1, Census Tract 1701.02, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,170102,E,,M,Revere,N,104186,0,123.4650726,2,Polygon,86,25.29411697,68331,80.97528839,389,59.05263158,129658.5228,2039.194246,950,340
Revere,2.813797854,170102,170102,2,344,53.115727,0.29%,1,0.00%,0,0.29%,1,0.00%,0,1.74%,6,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,1.16%,4,0.00%,0,0.00%,0,0.00%,0,0.58%,2,0.58%,2,52.03%,179,0.00%,0,43.31%,149,0.00%,0,Yes,Minority,Minority,M,"Block Group 2, Census Tract 1701.02, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,170102,,,M,Revere,N,84567,0,100.2156754,1,Polygon,0,0,68331,80.97528839,586,58.81939564,192367.6806,2179.887643,1423,319
Revere,2.813797854,170102,170102,3,214,70.56074766,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,70.56%,151,0.00%,0,29.44%,63,0.00%,0,Yes,Minority,Minority,M,"Block Group 3, Census Tract 1701.02, Suffolk County, Massachusetts",Block Group 3,3,2.50E+11,170102,,,M,Revere,N,75548,0,89.52776337,1,Polygon,0,0,68331,80.97528839,388,58.72340426,157056.9901,1641.198459,940,281
Revere,2.813797854,170102,170102,4,259,30.60344828,3.47%,9,0.00%,0,8.11%,21,0.00%,0,1.54%,4,1.54%,4,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.39%,1,0.00%,0,0.00%,0,0.00%,0,0.77%,2,0.00%,0,27.41%,71,0.00%,0,56.37%,146,0.39%,1,Yes,Minority and income,Minority and income,MI,"Block Group 4, Census Tract 1701.02, Suffolk County, Massachusetts",Block Group 4,4,2.50E+11,170102,,I,M,Revere,N,39107,1,45.55642319,2,Polygon,74,18.40796089,68331,80.97528839,515,69.74148061,205066.7872,1925.865646,1702,402
Revere,2.813797854,170200,170200,1,198,59.5890411,1.52%,3,0.00%,0,1.01%,2,0.00%,0,1.52%,3,23.23%,46,0.00%,0,0.00%,0,0.00%,0,0.51%,1,0.00%,0,1.52%,3,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,43.94%,87,0.00%,0,26.77%,53,0.00%,0,Yes,Minority and income,Minority and income,MI,"Block Group 1, Census Tract 1702, Suffolk County, Massachusetts",Block Group 1,1,2.50E+11,170200,,I,M,Revere,N,21378,0,25.3338871,2,Polygon,34,6.21572208,68331,80.97528839,794,40.56886228,292535.7427,2579.472161,1336,547
Revere,2.813797854,170200,170200,2,250,34.86238532,0.80%,2,0.00%,0,2.40%,6,0.00%,0,5.60%,14,8.00%,20,0.00%,0,0.00%,0,0.00%,0,1.20%,3,0.00%,0,1.20%,3,0.00%,0,0.00%,0,0.00%,0,0.40%,1,0.00%,0,30.40%,76,0.00%,0,50.00%,125,0.00%,0,Yes,"Minority, income and English isolation","Minority, income and English isolation",MIE,"Block Group 2, Census Tract 1702, Suffolk County, Massachusetts",Block Group 2,2,2.50E+11,170200,E,I,M,Revere,N,53393,0,63.27309418,3,Polygon,137,26.60194206,68331,80.97528839,753,52.7306968,223530.9567,2632.23378,1593,515
